Report generated on: 04-19-2021 22:48:19
"API","","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.36-12-KHM-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.001","0.001","0.002","0.002","0.002","0.002","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.005"
"INTL.117-12-KHM-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-KHM-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.001","0.001","0.002","0.002","0.002","0.002","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.005"
"INTL.37-12-KHM-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003"
"INTL.38-12-KHM-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0.007","0.013","0.014","0.015","0.016","0.017","0.019","0.02","0.02","0.02","0.011","0.017","0.038","0.042","0.052"
"INTL.82-12-KHM-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-KHM-BKWH.A","    Consumption (billion kWh)","0.14229","0.14694","0.15438","0.15996","0.16647","0.206","0.238","0.25","0.275","0.284","0.38218","0.38652","0.59712","0.64116","0.61662","0.8317","1.02134","1.29056","1.50598","1.73142","2.0146","2.3482","3.21766","3.50642","4.0579","4.95194","6.0395","6.86682"
"","Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-CMR-BKWH.A","    Generation (billion kWh)","2.675","2.71","2.695","2.699","2.738","2.811","2.928","3.095","3.134","3.34","3.44372","3.50198","3.26092","3.63964","4.0596","3.95208","5.03274","5.1258","5.55668","5.64124","5.7626","5.79225","5.3756","6.22493","6.73383","7.72655","6.95857","7.8708"
"INTL.27-12-CMR-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-CMR-BKWH.A","        Fossil fuels (billion kWh)","0.066","0.068","0.071","0.073","0.077","0.086","0.089","0.034","0.049","0.039","0.03572","0.06298","0.11092","0.14664","0.1786","0.21808","0.53674","1.2408","1.28968","1.59424","1.4852","1.37522","1.09416","1.82266","2.32556","3.36614","2.5803","2.7777"
"INTL.29-12-CMR-BKWH.A","        Renewables (billion kWh)","2.609","2.642","2.624","2.626","2.661","2.725","2.839","3.061","3.085","3.301","3.408","3.439","3.15","3.493","3.881","3.734","4.496","3.885","4.267","4.047","4.2774","4.41703","4.28144","4.40227","4.40827","4.36041","4.37827","5.0931"
"INTL.33-12-CMR-BKWH.A","            Hydroelectricity (billion kWh)","2.609","2.642","2.624","2.626","2.661","2.725","2.839","3.061","3.085","3.301","3.408","3.439","3.15","3.493","3.881","3.734","3.853","3.809","4.19","3.976","4.2174","4.35303","4.21344","4.32927","4.32927","4.31541","4.32927","5.0391"
"INTL.34-12-CMR-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.643","0.076","0.077","0.071","0.06","0.064","0.068","0.073","0.079","0.045","0.049","0.054"
"INTL.35-12-CMR-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-CMR-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.003","0.004","0.005","0.007","0.01","0.012","0.016"
"INTL.117-12-CMR-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-CMR-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.003","0.004","0.005","0.007","0.01","0.012","0.016"
"INTL.37-12-CMR-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-CMR-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.643","0.076","0.077","0.071","0.059","0.061","0.064","0.068","0.072","0.035","0.037","0.038"
"INTL.82-12-CMR-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-CMR-BKWH.A","    Consumption (billion kWh)","2.323","2.334","2.318","2.324","2.231","2.203","2.341","2.483","2.505","2.645","2.68272","2.59298","2.49792","2.76264","3.2696","3.25408","4.40374","4.6358","5.01868","5.10124","5.1826","4.70125","4.8986","5.09993","5.34883","6.08155","5.68457","6.3528"
"","Canada","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-CAN-BKWH.A","    Generation (billion kWh)","468.893","494.45","505.844","518.402","540.119","544.481","557.589","557.9599","546.054","563.105","588.325","572.26304","583.84104","572.28516","582.3085","606.268","592.559","612.89","614.648","596.968","585.70528","615.06604","615.7074","640.23986","636.22158","639.40476","645.73913","645.12466"
"INTL.27-12-CAN-BKWH.A","        Nuclear (billion kWh)","69.242","80.683","76.551","90.082","102.442","92.952","88.129","77.8569","67.735","69.816","69.159","72.858","71.75","71.147","85.868","86.831","92.436","88.193","88.299","85.129","85.501","88.318","89.06","96.97122","98.588","95.637","95.65019","95.1312"
"INTL.28-12-CAN-BKWH.A","        Fossil fuels (billion kWh)","101.881","104.611","111.668","103.16","105.481","113.31","111.51","126.012","142.416","142.779","155.805","160.52004","155.63204","157.22816","149.2955","150.535","139.64","149.362","141.806","130.475","131.37628","132.41404","125.6404","123.66264","123.52258","126.52776","124.03394","112.99646"
"INTL.29-12-CAN-BKWH.A","        Renewables (billion kWh)","297.858","309.297","317.768","325.274","332.295","338.318","358.049","354.19","336.002","350.609","363.46","338.984","356.558","344.009","347.244","369.001","360.582","375.434","384.642","381.463","368.927","394.433","401.106","419.705","414.21","417.339","426.154","437.096"
"INTL.33-12-CAN-BKWH.A","            Hydroelectricity (billion kWh)","293.859","305.274","313.198","320.344","326.449","332.564","352.091","347.191","328.57","342.1","354.924","329.986","347.048","334.071","337.427","358.301","349.323","363.909","373.676","364.964","347.871","371.967","376.465","387.871","378.676","378.372","381.578","390.641"
"INTL.34-12-CAN-BKWH.A","            Non-hydroelectric renewables (billion kWh)","3.999","4.023","4.57","4.93","5.846","5.754","5.958","6.999","7.432","8.509","8.536","8.998","9.51","9.938","9.817","10.7","11.259","11.525","10.966","16.499","21.056","22.466","24.641","31.834","35.534","38.967","44.576","46.455"
"INTL.35-12-CAN-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-CAN-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0.03","0.03","0.032","0.033","0.033","0.034","0.036","0.037","0.04","0.043","0.046","0.049","0.052","0.053","0.043","0.047","0.041","0.046","0.05","2.051","3.257","3.102","3.623","3.94","4.353","3.018","4.189","3.747"
"INTL.117-12-CAN-BKWH.A","                    Tide and wave (billion kWh)","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.015","1.948","3.004","2.536","2.751","2.456","2.254","0.152","0.197","0.209"
"INTL.116-12-CAN-BKWH.A","                    Solar (billion kWh)","0","0","0.002","0.003","0.003","0.004","0.006","0.007","0.01","0.013","0.016","0.019","0.022","0.023","0.013","0.017","0.021","0.026","0.035","0.103","0.253","0.566","0.872","1.484","2.099","2.866","3.992","3.538"
"INTL.37-12-CAN-BKWH.A","                Wind (billion kWh)","0","0","0.059","0.059","0.059","0.059","0.062","0.062","0.062","0.164","0.264","0.337","0.408","0.826","0.954","1.471","2.5","3.024","3.706","6.641","8.637","10.086","11.198","17.913","22.315","26.697","30.623","31.198"
"INTL.38-12-CAN-BKWH.A","                Biomass and waste (billion kWh)","3.969","3.993","4.479","4.838","5.754","5.661","5.86","6.9","7.33","8.302","8.226","8.612","9.05","9.059","8.82","9.182","8.718","8.455","7.21","7.807","9.162","9.278","9.82","9.981","8.866","9.252","9.764","11.51"
"INTL.82-12-CAN-BKWH.A","        Hydroelectric pumped storage (billion kWh)","-0.088","-0.141","-0.143","-0.114","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099"
"INTL.2-2-CAN-BKWH.A","    Consumption (billion kWh)","433.831893","439.86871","444.721821","455.057803","459.639142","466.695881","473.650624","482.485399","479.434168","490.031692","505.223524","505.602054","513.18264","528.230048","534.063122","560.483961","551.195335","561.166361","559.028929","537.288661","534.522189","551.74204","543.1174","562.16586","560.41758","546.38776","550.71013","553.12166"
"","Cayman Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-CYM-BKWH.A","    Generation (billion kWh)","0.212","0.22","0.221","0.237","0.268","0.279","0.281","0.282","0.284","0.31","0.39809","0.42471","0.4481","0.463","0.48563","0.394","0.486","0.546","0.578","0.5974","0.5935","0.594","0.587","0.596","0.605","0.624","0.654","0.668289"
"INTL.27-12-CYM-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-CYM-BKWH.A","        Fossil fuels (billion kWh)","0.212","0.22","0.221","0.237","0.268","0.279","0.281","0.282","0.284","0.31","0.39809","0.42471","0.4481","0.463","0.48563","0.394","0.486","0.546","0.578","0.5974","0.5935","0.594","0.587","0.596","0.605","0.624","0.65","0.654"
"INTL.29-12-CYM-BKWH.A","        Renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.014289"
"INTL.33-12-CYM-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.34-12-CYM-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.014289"
"INTL.35-12-CYM-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-CYM-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.014289"
"INTL.117-12-CYM-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-CYM-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004","0.014289"
"INTL.37-12-CYM-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-CYM-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-CYM-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-CYM-BKWH.A","    Consumption (billion kWh)","0.19716","0.2046","0.20553","0.22041","0.24924","0.25947","0.26133","0.26226","0.26412","0.2883","0.3702237","0.3949803","0.416733","0.43059","0.4516359","0.36642","0.45198","0.50778","0.529","0.5484","0.5405","0.541","0.548","0.556","0.568","0.586","0.614","0.628289"
"","Central African Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-CAF-BKWH.A","    Generation (billion kWh)","0.093","0.092","0.094","0.095","0.099","0.1","0.102","0.104","0.102","0.103","0.105","0.106","0.106","0.107","0.149","0.159","0.166","0.16","0.16","0.159","0.1591","0.1713","0.1744","0.1384","0.1694","0.1694","0.1704","0.1514"
"INTL.27-12-CAF-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-CAF-BKWH.A","        Fossil fuels (billion kWh)","0.017","0.017","0.017","0.018","0.02","0.02","0.021","0.021","0.021","0.022","0.022","0.024","0.024","0.024","0.025","0.026","0.027","0.024","0.024","0.024","0.025","0.025","0.025","0.001","0.001","0.001","0.001","0.001"
"INTL.29-12-CAF-BKWH.A","        Renewables (billion kWh)","0.076","0.075","0.077","0.077","0.079","0.08","0.081","0.083","0.081","0.081","0.083","0.082","0.082","0.083","0.124","0.133","0.139","0.136","0.136","0.135","0.1341","0.1463","0.1494","0.1374","0.1684","0.1684","0.1694","0.1504"
"INTL.33-12-CAF-BKWH.A","            Hydroelectricity (billion kWh)","0.076","0.075","0.077","0.077","0.079","0.08","0.081","0.083","0.081","0.081","0.083","0.082","0.082","0.083","0.124","0.133","0.139","0.136","0.136","0.135","0.134","0.146","0.149","0.137","0.168","0.168","0.169","0.15"
"INTL.34-12-CAF-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0003","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004"
"INTL.35-12-CAF-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-CAF-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0003","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004"
"INTL.117-12-CAF-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-CAF-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0003","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004"
"INTL.37-12-CAF-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-CAF-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-CAF-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-CAF-BKWH.A","    Consumption (billion kWh)","0.08649","0.08556","0.08742","0.08835","0.09207","0.093","0.09486","0.09672","0.09486","0.09579","0.09765","0.09858","0.09858","0.09951","0.13857","0.14787","0.15438","0.1488","0.1488","0.14787","0.147963","0.159309","0.162192","0.128712","0.157542","0.157542","0.158472","0.140802"
"","Chad","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-TCD-BKWH.A","    Generation (billion kWh)","0.085","0.082","0.079","0.081","0.08","0.084","0.085","0.085","0.086","0.086","0.086","0.094","0.101","0.108","0.115","0.121","0.122","0.121","0.141","0.172","0.188","0.205","0.193","0.2121","0.2121","0.2143","0.2253","0.2253"
"INTL.27-12-TCD-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-TCD-BKWH.A","        Fossil fuels (billion kWh)","0.085","0.082","0.079","0.081","0.08","0.084","0.085","0.085","0.086","0.086","0.086","0.094","0.101","0.108","0.115","0.121","0.122","0.121","0.141","0.172","0.188","0.205","0.193","0.212","0.212","0.214","0.216","0.216"
"INTL.29-12-TCD-BKWH.A","        Renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0003","0.0093","0.0093"
"INTL.33-12-TCD-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.34-12-TCD-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0003","0.0093","0.0093"
"INTL.35-12-TCD-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.36-12-TCD-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0003","0.0003","0.0003"
"INTL.117-12-TCD-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-TCD-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0003","0.0003","0.0003"
"INTL.37-12-TCD-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009","0.009"
"INTL.38-12-TCD-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-TCD-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-TCD-BKWH.A","    Consumption (billion kWh)","0.07905","0.07626","0.07347","0.07533","0.0744","0.07812","0.07905","0.07905","0.07998","0.07998","0.07998","0.08742","0.09393","0.10044","0.10695","0.11253","0.11346","0.11253","0.13113","0.15996","0.17484","0.19065","0.17949","0.197253","0.197253","0.199299","0.209529","0.209529"
"","Chile","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-CHL-BKWH.A","    Generation (billion kWh)","20.285","20.453","21.596","22.546","24.028","28.562","30.747","33.206","34.546","36.845","39.87774","41.15382","42.2807","45.21154","49.35654","50.76676","53.54382","56.31756","57.5186","58.51344","58.08444","63.25942","66.9102","70.03054","67.76822","72.3321","76.09066","76.2416"
"INTL.27-12-CHL-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-CHL-BKWH.A","        Fossil fuels (billion kWh)","7.47","6.423","3.285","3.774","5.434","7.067","10.429","12.709","17.589","22.394","19.38374","18.28582","18.2877","21.94054","25.55954","22.75176","23.26782","30.71356","30.4466","29.11744","33.86444","37.31142","41.6702","44.03054","37.70622","39.9641","42.28966","41.8676"
"INTL.29-12-CHL-BKWH.A","        Renewables (billion kWh)","12.815","14.03","18.311","18.772","18.594","21.495","20.318","20.497","16.957","14.451","20.494","22.868","23.993","23.271","23.797","28.015","30.276","25.604","27.072","29.396","24.22","25.948","25.24","26","30.062","32.368","33.801","34.374"
"INTL.33-12-CHL-BKWH.A","            Hydroelectricity (billion kWh)","11.852","12.997","16.568","17.022","16.808","19.616","18.58","18.754","15.796","13.441","19.553","20.793","22.042","21.457","21.759","26.218","28.838","22.899","23.951","25.043","21.641","20.937","19.977","19.678","22.814","23.403","22.808","20.889"
"INTL.34-12-CHL-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0.963","1.033","1.743","1.75","1.786","1.879","1.738","1.743","1.161","1.01","0.941","2.075","1.951","1.814","2.038","1.797","1.438","2.705","3.121","4.353","2.579","5.011","5.263","6.322","7.248","8.965","10.993","13.485"
"INTL.35-12-CHL-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.064"
"INTL.36-12-CHL-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.008","0.48","1.238","2.59","3.843"
"INTL.117-12-CHL-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-CHL-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.008","0.48","1.238","2.59","3.843"
"INTL.37-12-CHL-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0.007","0.007","0.007","0.007","0.007","0.007","0.009","0.038","0.079","0.332","0.338","0.409","0.553","1.441","2.112","2.446","3.516"
"INTL.38-12-CHL-BKWH.A","                Biomass and waste (billion kWh)","0.963","1.033","1.743","1.75","1.786","1.879","1.738","1.743","1.161","1.01","0.941","2.068","1.944","1.807","2.031","1.79","1.431","2.696","3.083","4.274","2.247","4.673","4.854","5.761","5.327","5.615","5.957","6.062"
"INTL.82-12-CHL-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-2-CHL-BKWH.A","    Consumption (billion kWh)","18.341","18.224","19.224","19.666","21.258","25.635","28.059","30.687","31.643","34.86","38.14374","39.37382","41.3827","44.06254","47.22554","48.37876","50.92482","53.01022","53.5916","53.45744","54.07544","59.30442","63.4112","65.14054","63.40422","68.6251","73.21566","72.0276"
"","China","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-CHN-BKWH.A","    Generation (billion kWh)","590.346","643.116","716.04","795.733","880.411","956.307","1005.499","1070.225","1103.697","1172.261","1280.613","1426.677","1584.671","1810.261","2103.526","2373.002","2716.712","3108.028","3297.471","3527.342","3984.01962","4461.70656","4735.54358","5170.66002","5387.91056","5562.47586","5883.82154","6283.52532"
"INTL.27-12-CHN-BKWH.A","        Nuclear (billion kWh)","0","0","0.5","2.47","13.5","12.38","13.62","11.35","13.46","14.089","15.903","16.597","25.166","41.661","47.946","50.332","51.81","59.299","65.325","65.713","70.962","82.569","92.652","110.71","123.808","161.202","197.829","232.797"
"INTL.28-12-CHN-BKWH.A","        Fossil fuels (billion kWh)","465.206","519.256","585.338","644.044","701.171","756.057","805.304","863.428","885.232","944.456","1041.464","1132.211","1271.068","1484.232","1701.757","1925","2227","2560","2623","2804","3132.66562","3589.97656","3648.24058","3956.67902","3984.91756","4008.17786","4157.28254","4397.62832"
"INTL.29-12-CHN-BKWH.A","        Renewables (billion kWh)","125.14","123.86","130.202","149.219","165.74","187.87","186.575","195.447","205.005","213.716","223.246","277.869","288.437","284.368","353.823","397.67","437.902","488.729","609.146","657.629","783.623","792.507","997.602","1106.628","1283.425","1397.766","1539.611","1664.816"
"INTL.33-12-CHN-BKWH.A","            Hydroelectricity (billion kWh)","125.136","123.849","130.185","149.193","165.352","184.902","185.051","192.624","202.257","210.801","220.19","274.658","285.094","280.844","350.009","393.047","431.428","480.411","579.335","609.484","704.269","681.165","854.166","900.515","1040.626","1103.325","1150.948","1145.516"
"INTL.34-12-CHN-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0.004","0.011","0.017","0.026","0.388","2.968","1.524","2.823","2.748","2.915","3.056","3.211","3.343","3.524","3.814","4.623","6.474","8.318","29.811","48.145","79.354","111.342","143.436","206.113","242.799","294.441","388.663","519.3"
"INTL.35-12-CHN-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.115","0.126","0.116","0.144","0.153","0.162","0.125","0.125","0.125","0.125","0.125","0.125","0.125"
"INTL.36-12-CHN-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0.002","0.002","0.003","0.004","0.005","0.007","0.009","0.011","0.014","0.017","0.02","0.024","0.04","0.063","0.068","0.074","0.084","0.105","0.152","0.392","0.707","2.617","6.366","15.485","29.238","44.817","75.355","131.336"
"INTL.117-12-CHN-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.007","0.007","0.007","0.008","0.008","0.008","0.011","0.011"
"INTL.116-12-CHN-BKWH.A","                    Solar (billion kWh)","0.002","0.002","0.003","0.004","0.005","0.007","0.009","0.011","0.014","0.017","0.02","0.024","0.04","0.063","0.068","0.074","0.084","0.105","0.152","0.392","0.7","2.61","6.359","15.477","29.23","44.809","75.344","131.325"
"INTL.37-12-CHN-BKWH.A","                Wind (billion kWh)","0.002","0.009","0.014","0.022","0.04","0.064","0.098","0.206","0.37","0.494","0.615","0.749","0.873","1.039","1.332","2.028","3.868","5.71","14.8","26.9","44.622","70.331","95.978","141.2","156.08","185.77","237.07","295.023"
"INTL.38-12-CHN-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0.343","2.897","1.417","2.606","2.364","2.404","2.421","2.438","2.43","2.422","2.414","2.406","2.396","2.387","14.715","20.7","33.863","38.269","40.967","49.303","57.356","63.729","76.113","92.816"
"INTL.82-12-CHN-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-3.231","-3.346","-2.951","-3.357","-4.24","-4.67","-10.901","-11.716"
"INTL.2-2-CHN-BKWH.A","    Consumption (billion kWh)","549.342","597.204","666.142","738.807","818.535","876.577","920.966","983.495","1017.457","1076.767","1178.033","1314.783","1459.429","1676.829","1955.39","2196.172","2523.947","2891.542","3070.881","3290.14","3713.68162","4178.89156","4435.14858","4845.35802","5066.51456","5251.24586","5564.80654","5950.89532"
"","Colombia","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-COL-BKWH.A","    Generation (billion kWh)","35.651","36.374","32.771","37.584","40.864","42.702","43.709","44.92","44.712","43.159","42.1767","42.46112","44.07302","45.59368","48.77762","49.34708","52.73612","54.1958","54.95846","55.8536","58.03398","59.91778","61.10512","72.14238","69.28644","76.3952","74.73708","77.6806"
